time,step-size,{msd1}.msd1i.v1,{msd1}.msd1i.x1,{msd2}.msd2i.fk,{msd2}.msd2i.v2,{msd2}.msd2i.x2
0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.001,0.001,-0.009950000416666667,0.9999501666666667,-1.999867,0.016599666666666665,6.65E-5
0.002,0.001,-0.009950000416666667,0.9999501666666667,-1.999867,0.016599666666666665,6.65E-5
0.003,0.001,-0.009950000416666667,0.9999501666666667,-1.999867,0.016599666666666665,6.65E-5
0.004,0.001,-0.009950000416666667,0.9999501666666667,-1.999867,0.016599666666666665,6.65E-5
0.005,0.001,-0.009950000416666667,0.9999501666666667,-1.999867,0.016599666666666665,6.65E-5
0.006,0.001,-0.009950000416666667,0.9999501666666667,-1.999867,0.016599666666666665,6.65E-5
0.007,0.001,-0.009950000416666667,0.9999501666666667,-1.999867,0.016599666666666665,6.65E-5
0.008,0.001,-0.009950000416666667,0.9999501666666667,-1.999867,0.016599666666666665,6.65E-5
0.009000000000000001,0.001,-0.009950000416666667,0.9999501666666667,-1.999867,0.016599666666666665,6.65E-5
0.010000000000000002,0.001,-0.03639890274166681,0.9997348377306529,-1.9992377074749468,0.036328549197667565,3.313129291933333E-4
0.011000000000000003,0.001,-0.03639890274166681,0.9997348377306529,-1.9992377074749468,0.036328549197667565,3.313129291933333E-4
0.012000000000000004,0.001,-0.03639890274166681,0.9997348377306529,-1.9992377074749468,0.036328549197667565,3.313129291933333E-4
0.013000000000000005,0.001,-0.03639890274166681,0.9997348377306529,-1.9992377074749468,0.036328549197667565,3.313129291933333E-4
0.014000000000000005,0.001,-0.03639890274166681,0.9997348377306529,-1.9992377074749468,0.036328549197667565,3.313129291933333E-4
0.015000000000000006,0.001,-0.03639890274166681,0.9997348377306529,-1.9992377074749468,0.036328549197667565,3.313129291933333E-4
0.016000000000000007,0.001,-0.03639890274166681,0.9997348377306529,-1.9992377074749468,0.036328549197667565,3.313129291933333E-4
0.017000000000000008,0.001,-0.03639890274166681,0.9997348377306529,-1.9992377074749468,0.036328549197667565,3.313129291933333E-4
0.01800000000000001,0.001,-0.03639890274166681,0.9997348377306529,-1.9992377074749468,0.036328549197667565,3.313129291933333E-4
0.01900000000000001,0.001,-0.03639890274166681,0.9997348377306529,-1.9992377074749468,0.036328549197667565,3.313129291933333E-4
0.02000000000000001,0.001,-0.06587573617286388,0.9992232093989366,-1.9978849431744854,0.05584654323912455,7.923661434101601E-4
0.02100000000000001,0.001,-0.06587573617286388,0.9992232093989366,-1.9978849431744854,0.05584654323912455,7.923661434101601E-4
0.022000000000000013,0.001,-0.06587573617286388,0.9992232093989366,-1.9978849431744854,0.05584654323912455,7.923661434101601E-4
0.023000000000000013,0.001,-0.06587573617286388,0.9992232093989366,-1.9978849431744854,0.05584654323912455,7.923661434101601E-4
0.024000000000000014,0.001,-0.06587573617286388,0.9992232093989366,-1.9978849431744854,0.05584654323912455,7.923661434101601E-4
0.025000000000000015,0.001,-0.06587573617286388,0.9992232093989366,-1.9978849431744854,0.05584654323912455,7.923661434101601E-4
0.026000000000000016,0.001,-0.06587573617286388,0.9992232093989366,-1.9978849431744854,0.05584654323912455,7.923661434101601E-4
0.027000000000000017,0.001,-0.06587573617286388,0.9992232093989366,-1.9978849431744854,0.05584654323912455,7.923661434101601E-4
0.028000000000000018,0.001,-0.06587573617286388,0.9992232093989366,-1.9978849431744854,0.05584654323912455,7.923661434101601E-4
0.02900000000000002,0.001,-0.06587573617286388,0.9992232093989366,-1.9978849431744854,0.05584654323912455,7.923661434101601E-4
0.03000000000000002,0.001,-0.0950404491915364,0.9984183674736238,-1.9955514051138075,0.07514445645924417,0.0014475068420328435
0.03100000000000002,0.001,-0.0950404491915364,0.9984183674736238,-1.9955514051138075,0.07514445645924417,0.0014475068420328435
0.03200000000000002,0.001,-0.0950404491915364,0.9984183674736238,-1.9955514051138075,0.07514445645924417,0.0014475068420328435
0.03300000000000002,0.001,-0.0950404491915364,0.9984183674736238,-1.9955514051138075,0.07514445645924417,0.0014475068420328435
0.03400000000000002,0.001,-0.0950404491915364,0.9984183674736238,-1.9955514051138075,0.07514445645924417,0.0014475068420328435
0.035000000000000024,0.001,-0.0950404491915364,0.9984183674736238,-1.9955514051138075,0.07514445645924417,0.0014475068420328435
0.036000000000000025,0.001,-0.0950404491915364,0.9984183674736238,-1.9955514051138075,0.07514445645924417,0.0014475068420328435
0.037000000000000026,0.001,-0.0950404491915364,0.9984183674736238,-1.9955514051138075,0.07514445645924417,0.0014475068420328435
0.03800000000000003,0.001,-0.0950404491915364,0.9984183674736238,-1.9955514051138075,0.07514445645924417,0.0014475068420328435
0.03900000000000003,0.001,-0.0950404491915364,0.9984183674736238,-1.9955514051138075,0.07514445645924417,0.0014475068420328435
0.04000000000000003,0.001,-0.12388391132360048,0.997323476773061,-1.9922477610418001,0.09421287323390468,0.002294486952723716
0.04100000000000003,0.001,-0.12388391132360048,0.997323476773061,-1.9922477610418001,0.09421287323390468,0.002294486952723716
0.04200000000000003,0.001,-0.12388391132360048,0.997323476773061,-1.9922477610418001,0.09421287323390468,0.002294486952723716
0.04300000000000003,0.001,-0.12388391132360048,0.997323476773061,-1.9922477610418001,0.09421287323390468,0.002294486952723716
0.04400000000000003,0.001,-0.12388391132360048,0.997323476773061,-1.9922477610418001,0.09421287323390468,0.002294486952723716
0.04500000000000003,0.001,-0.12388391132360048,0.997323476773061,-1.9922477610418001,0.09421287323390468,0.002294486952723716
0.046000000000000034,0.001,-0.12388391132360048,0.997323476773061,-1.9922477610418001,0.09421287323390468,0.002294486952723716
0.047000000000000035,0.001,-0.12388391132360048,0.997323476773061,-1.9922477610418001,0.09421287323390468,0.002294486952723716
0.048000000000000036,0.001,-0.12388391132360048,0.997323476773061,-1.9922477610418001,0.09421287323390468,0.002294486952723716
0.04900000000000004,0.001,-0.12388391132360048,0.997323476773061,-1.9922477610418001,0.09421287323390468,0.002294486952723716
0.05000000000000004,0.001,-0.15239677888207262,0.9959417967183243,-1.9879850228067495,0.11304260284872379,0.003330965369686265
0.05100000000000004,0.001,-0.15239677888207262,0.9959417967183243,-1.9879850228067495,0.11304260284872379,0.003330965369686265
0.05200000000000004,0.001,-0.15239677888207262,0.9959417967183243,-1.9879850228067495,0.11304260284872379,0.003330965369686265
0.05300000000000004,0.001,-0.15239677888207262,0.9959417967183243,-1.9879850228067495,0.11304260284872379,0.003330965369686265
0.05400000000000004,0.001,-0.15239677888207262,0.9959417967183243,-1.9879850228067495,0.11304260284872379,0.003330965369686265
0.05500000000000004,0.001,-0.15239677888207262,0.9959417967183243,-1.9879850228067495,0.11304260284872379,0.003330965369686265
0.05600000000000004,0.001,-0.15239677888207262,0.9959417967183243,-1.9879850228067495,0.11304260284872379,0.003330965369686265
0.057000000000000044,0.001,-0.15239677888207262,0.9959417967183243,-1.9879850228067495,0.11304260284872379,0.003330965369686265
0.058000000000000045,0.001,-0.15239677888207262,0.9959417967183243,-1.9879850228067495,0.11304260284872379,0.003330965369686265
0.059000000000000045,0.001,-0.15239677888207262,0.9959417967183243,-1.9879850228067495,0.11304260284872379,0.003330965369686265
0.060000000000000046,0.001,-0.1805699430466577,0.9942766789947003,-1.9827745730081237,0.13162468183571546,0.004554510214262466
0.06100000000000005,0.001,-0.1805699430466577,0.9942766789947003,-1.9827745730081237,0.13162468183571546,0.004554510214262466
0.06200000000000005,0.001,-0.1805699430466577,0.9942766789947003,-1.9827745730081237,0.13162468183571546,0.004554510214262466
0.06300000000000004,0.001,-0.1805699430466577,0.9942766789947003,-1.9827745730081237,0.13162468183571546,0.004554510214262466
0.06400000000000004,0.001,-0.1805699430466577,0.9942766789947003,-1.9827745730081237,0.13162468183571546,0.004554510214262466
0.06500000000000004,0.001,-0.1805699430466577,0.9942766789947003,-1.9827745730081237,0.13162468183571546,0.004554510214262466
0.06600000000000004,0.001,-0.1805699430466577,0.9942766789947003,-1.9827745730081237,0.13162468183571546,0.004554510214262466
0.06700000000000005,0.001,-0.1805699430466577,0.9942766789947003,-1.9827745730081237,0.13162468183571546,0.004554510214262466
0.06800000000000005,0.001,-0.1805699430466577,0.9942766789947003,-1.9827745730081237,0.13162468183571546,0.004554510214262466
0.06900000000000005,0.001,-0.1805699430466577,0.9942766789947003,-1.9827745730081237,0.13162468183571546,0.004554510214262466
0.07000000000000005,0.001,-0.208394532078149,0.9923315651921313,-1.9766281557517955,0.1499503762314834,0.00596260111880253
0.07100000000000005,0.001,-0.208394532078149,0.9923315651921313,-1.9766281557517955,0.1499503762314834,0.00596260111880253
0.07200000000000005,0.001,-0.208394532078149,0.9923315651921313,-1.9766281557517955,0.1499503762314834,0.00596260111880253
0.07300000000000005,0.001,-0.208394532078149,0.9923315651921313,-1.9766281557517955,0.1499503762314834,0.00596260111880253
0.07400000000000005,0.001,-0.208394532078149,0.9923315651921313,-1.9766281557517955,0.1499503762314834,0.00596260111880253
0.07500000000000005,0.001,-0.208394532078149,0.9923315651921313,-1.9766281557517955,0.1499503762314834,0.00596260111880253
0.07600000000000005,0.001,-0.208394532078149,0.9923315651921313,-1.9766281557517955,0.1499503762314834,0.00596260111880253
0.07700000000000005,0.001,-0.208394532078149,0.9923315651921313,-1.9766281557517955,0.1499503762314834,0.00596260111880253
0.07800000000000006,0.001,-0.208394532078149,0.9923315651921313,-1.9766281557517955,0.1499503762314834,0.00596260111880253
